Date,gross_return,strategy_return,turnover,transaction_cost,cash_weight,strategy_equity,gross_strategy_equity,strategy_drawdown,price,short_sma,long_sma,signal,position,fallback_position,buy_hold_return,buy_hold_equity,buy_hold_drawdown
2020-08-12,0.03323445188032981,0.03323445188032981,0.0,0.0,0.0,23841.183424653005,24297.94446018862,-0.006046659833547574,109.6167221069336,99.05404739379883,80.37187911987304,1.0,1.0,0.0,0.03323445188032981,45310.02082168792,-0.006046659833547796
2020-08-13,0.01769763433672633,0.01769763433672633,0.0,0.0,0.0,24263.115971057334,24727.960596379125,0.0,111.55667877197266,99.95909233093262,80.94580883026123,1.0,1.0,0.0,0.01769763433672633,46111.901001979604,0.0
2020-08-14,-0.000891193976292004,-0.000891193976292004,0.0,0.0,0.0,24241.492828257855,24705.923186849646,-0.000891193976291893,111.45726013183594,100.86860580444336,81.46440444946289,1.0,1.0,0.0,-0.000891193976292004,46070.806353571264,-0.000891193976292004
2020-08-17,-0.002610937997769347,-0.002610937997769347,0.0,0.0,0.0,24178.199793509903,24641.41755323113,-0.003499805121845223,111.16625213623047,101.6652946472168,81.98337303161621,1.0,1.0,0.0,-0.002610937997769347,45950.51833467486,-0.003499805121845112
2020-08-18,0.008332977026697774,0.008332977026697774,0.0,0.0,0.0,24379.676176936133,24846.753919607472,0.0,112.09259796142578,102.574019241333,82.48041572570801,1.0,1.0,0.0,0.008332977026697774,46333.422948322564,0.0
2020-08-19,0.0012546112049516278,0.0012546112049516278,0.0,0.0,0.0,24410.263191840808,24877.92693548169,0.0,112.23323059082031,103.47658348083496,83.00469486236572,1.0,1.0,0.0,0.0012546112049516278,46391.55337991729,0.0
2020-08-20,0.022189526297778928,0.022189526297778928,0.0,0.0,0.0,24951.915368871865,25429.956349450782,0.0,114.7236328125,104.71800994873047,83.53681095123291,1.0,1.0,0.0,0.022189526297778928,47420.959973635785,0.0
2020-08-21,0.05153242762413068,0.05153242762413068,0.0,0.0,0.0,26237.748141701686,26740.423734513657,0.0,120.6356201171875,106.26616973876953,84.12930213928223,1.0,1.0,0.0,0.05153242762413068,49864.67716134396,0.0
2020-08-24,0.011960193150093001,0.011960193150093001,0.0,0.0,0.0,26551.556677299934,27060.244367293773,0.0,122.07844543457031,107.7802074432373,84.76852138519287,1.0,1.0,0.0,0.011960193150093001,50461.068331560666,0.0
2020-08-25,-0.008203515940750417,-0.008203515940750417,0.0,0.0,0.0,26333.740558845962,26838.255221266078,-0.008203515940750528,121.07697296142578,109.3195728302002,85.38802146911621,1.0,1.0,0.0,-0.008203515940750417,50047.11015311542,-0.008203515940750306
