Date,price,short_sma,long_sma,signal,position,asset_return,strategy_return,buy_hold_return,trade,transaction_cost,strategy_equity,buy_hold_equity,strategy_drawdown,buy_hold_drawdown,model_forecast,entry_price,exit_price,long_forecast_price,cash_forecast_price
2015-03-18,28.54010581970215,28.359938621521,,0.0,0.0,0.0112561729214815,0.0,0.0112561729214815,0.0,0.0,10000.0,11797.037533905206,0.0,-0.0340601578118086,CASH,,,,28.54010581970215
2015-03-19,28.324613571166992,28.349386310577398,,0.0,0.0,-0.007550506290919,-0.0,-0.007550506290919,0.0,0.0,10000.0,11707.963927791248,0.0,-0.0413534926668999,CASH,,,,28.324613571166992
2015-03-20,27.969173431396484,28.30939884185791,,0.0,0.0,-0.0125488080844402,-0.0,-0.0125488080844402,0.0,0.0,10000.0,11561.042935401849,0.0,-0.0533833637082418,CASH,,,,27.969173431396484
2015-03-23,28.26019096374512,28.2450852394104,,0.0,0.0,0.0104049386036539,0.0,0.0104049386036539,0.0,0.0,10000.0,11681.33487733891,0.0,-0.0435338757264286,CASH,,,,28.26019096374512
2015-03-24,28.144676208496094,28.184215259552,,0.0,0.0,-0.0040875433360382,-0.0,-0.0040875433360382,0.0,0.0,10000.0,11633.586914805011,0.0,-0.0474434724588495,CASH,,,,28.144676208496094
2015-03-25,27.40934181213379,28.12412271499634,,0.0,0.0,-0.0261269446098771,-0.0,-0.0261269446098771,0.0,0.0,10000.0,11329.63683386771,0.0,-0.0723308640916939,CASH,,,,27.40934181213379
2015-03-26,27.600400924682617,28.05547742843628,,0.0,0.0,0.0069705837468978,0.0,0.0069705837468978,0.0,0.0,10000.0,11408.611016240122,0.0,-0.0658644686904328,CASH,,,,27.600400924682617
2015-03-27,27.38047218322754,27.99760694503784,,0.0,0.0,-0.0079683169115996,-0.0,-0.0079683169115996,0.0,0.0,10000.0,11317.703588141554,0.0,-0.0733079566422929,CASH,,,,27.38047218322754
2015-03-30,28.07358932495117,27.96739416122437,,0.0,0.0,0.0253142873901282,0.0,0.0253142873901282,0.0,0.0,10000.0,11604.203189368054,0.0,-0.0498494079345909,CASH,,,,28.07358932495117
2015-03-31,27.642602920532227,27.91263313293457,,0.0,0.0,-0.0153520235489051,-0.0,-0.0153520235489051,0.0,0.0,10000.0,11426.055188738595,0.0,-0.0644361421989851,CASH,,,,27.642602920532227
2015-04-01,27.60261344909668,27.86498098373413,,0.0,0.0,-0.0014466608499391,-0.0,-0.0014466608499391,0.0,0.0,10000.0,11409.525562027802,0.0,-0.065789585804684,CASH,,,,27.60261344909668
2015-04-02,27.840320587158203,27.852873706817626,,0.0,0.0,0.0086117620166616,0.0,0.0086117620166616,0.0,0.0,10000.0,11507.781680891005,0.0,-0.057744388044147,CASH,,,,27.840320587158203
2015-04-06,28.291296005249023,27.861204528808592,,0.0,0.0,0.0161986431398653,0.0,0.0161986431398653,0.0,0.0,10000.0,11694.192129671235,0.0,-0.0424811256395387,CASH,,,,28.291296005249023
2015-04-07,27.993616104125977,27.8486536026001,,0.0,0.0,-0.0105219605728849,-0.0,-0.0105219605728849,0.0,0.0,10000.0,11571.146301151097,0.0,-0.0525561014833525,CASH,,,,27.993616104125977
2015-04-08,27.90252494812012,27.860761165618896,,0.0,0.0,-0.0032539974709603,-0.0,-0.0032539974709603,0.0,0.0,10000.0,11533.49382035104,0.0,-0.0556390815330025,CASH,,,,27.90252494812012
2015-04-09,28.11579132080078,27.908746433258056,,0.0,0.0,0.0076432642951558,0.0,0.0076432642951558,0.0,0.0,10000.0,11621.64736186653,0.0,-0.048421081443143,CASH,,,,28.11579132080078
2015-04-10,28.23575782775879,27.93818187713623,,0.0,0.0,0.0042668728612043,0.0,0.0042668728612043,0.0,0.0,10000.0,11671.235453597365,0.0,-0.0443608151802586,CASH,,,,28.23575782775879
2015-04-13,28.18021774291992,27.97439298629761,,0.0,0.0,-0.0019670123670016,-0.0,-0.0019670123670016,0.0,0.0,10000.0,11648.277989121949,0.0,-0.0462405692751906,CASH,,,,28.18021774291992
2015-04-14,28.05803680419922,27.98938856124878,,0.0,0.0,-0.0043356988876142,-0.0,-0.0043356988876142,0.0,0.0,10000.0,11597.774563201892,0.0,-0.0503757829780356,CASH,,,,28.05803680419922
2015-04-15,28.1646671295166,27.98650045394897,,0.0,0.0,0.0038003487578797,0.0,0.0038003487578797,0.0,0.0,10000.0,11641.850151357325,0.0,-0.0467668797644238,CASH,,,,28.1646671295166
