model,variant,cagr,sharpe,turnover,upside_capture,downside_capture,missed_return_while_in_cash,fallback_exposure,selection_status
v2_sma_5_50,long_cash,0.08720934126652624,0.3991140581835162,8.319882611885546,0.4738941730402491,0.47167134713854003,0.5724398464223545,0.0,comparison
low_turnover_sma_10_200,long_cash,0.11501857071791544,0.5164662463451772,1.6639765223771092,0.5457702724148645,0.5340090027318531,0.4315631778285469,0.0,comparison
selected_v3,long_cash_hysteresis,0.058863913696125314,0.2358268720661279,7.210564930300807,0.5382152794698645,0.5612032752574685,0.6923978395365882,0.0,selected_v3
