name,total_return,cagr,ann_volatility,sharpe,sortino,calmar,max_drawdown,trades,win_rate,exposure,turnover,average_trade_return,average_win,average_loss,profit_factor,cost_drag,excess_cagr_vs_benchmark,drawdown_improvement_vs_benchmark,ticker,label,variant,risk_free_rate,short_window,long_window,spread_threshold,momentum_window,partial_exposure,entry_threshold,exit_threshold,min_hold_days,cooldown_days,cost_bps,benchmark_total_return,benchmark_cagr,benchmark_sharpe,benchmark_max_drawdown,upside_capture,downside_capture,capture_spread,missed_return_while_in_cash,avoided_downside_while_out,average_holding_days,median_holding_days,trade_frequency_per_year,fallback_exposure,average_target_exposure,volatility_adjusted_exposure,risk_price_sma_window,risk_drawdown_threshold,risk_volatility_window,risk_max_realized_volatility,risk_sharp_loss_threshold,target_volatility,sizing_window,fallback_asset,fallback_weight,fallback_min_hold_days,fallback_cooldown_days,hybrid_fallback,neighbor_sharpe,stable_neighbor_count,hot_pixel_risk,selection_score
AAPL_long_cash_hysteresis_trend_20_50_entry_0.005_exit_-0.010_hold_10_cool_10_10bps,3.003556987653691,0.1290287669978809,0.19982843929470692,0.6139059408133102,0.7074723848443659,0.4761808630272421,-0.27096588085796136,27,0.5384615384615384,0.6388308977035491,4.6471816283924845,0.05801906235939798,0.16102485686299803,-0.06215436456146878,3.0225123260819586,0.21812631286927164,-0.11793564005142687,0.11419323341021015,AAPL,full_hysteresis,long_cash_hysteresis,0.018941489030219374,20,50,0.0,,False,0.005,-0.01,10,10,10.0,11.464142151973821,0.24696440704930778,0.8490639440563159,-0.3851591142681715,0.5672093687155578,0.5721773754109785,-0.004968006695420635,1.399355908089956,7.0457818086347554,68.0,60.0,2.3620958083832337,0.0,0.6388308977035491,,,,,,,,,cash,0.0,0,0,False,0.5930251679837472,1188,0.02088077282956302,0.6089238661732059
AAPL_long_cash_hysteresis_trend_20_50_entry_0.005_exit_-0.010_hold_10_cool_5_10bps,3.003556987653691,0.1290287669978809,0.19982843929470692,0.6139059408133102,0.7074723848443659,0.4761808630272421,-0.27096588085796136,27,0.5384615384615384,0.6388308977035491,4.6471816283924845,0.05801906235939798,0.16102485686299803,-0.06215436456146878,3.0225123260819586,0.21812631286927164,-0.11793564005142687,0.11419323341021015,AAPL,full_hysteresis,long_cash_hysteresis,0.018941489030219374,20,50,0.0,,False,0.005,-0.01,10,5,10.0,11.464142151973821,0.24696440704930778,0.8490639440563159,-0.3851591142681715,0.5672093687155578,0.5721773754109785,-0.004968006695420635,1.399355908089956,7.0457818086347554,68.0,60.0,2.3620958083832337,0.0,0.6388308977035491,,,,,,,,,cash,0.0,0,0,False,0.5930251679837472,1188,0.02088077282956302,0.6089238661732059
AAPL_long_cash_hysteresis_trend_20_50_entry_0.005_exit_-0.010_hold_10_cool_0_10bps,3.003556987653691,0.1290287669978809,0.19982843929470692,0.6139059408133102,0.7074723848443659,0.4761808630272421,-0.27096588085796136,27,0.5384615384615384,0.6388308977035491,4.6471816283924845,0.05801906235939798,0.16102485686299803,-0.06215436456146878,3.0225123260819586,0.21812631286927164,-0.11793564005142687,0.11419323341021015,AAPL,full_hysteresis,long_cash_hysteresis,0.018941489030219374,20,50,0.0,,False,0.005,-0.01,10,0,10.0,11.464142151973821,0.24696440704930778,0.8490639440563159,-0.3851591142681715,0.5672093687155578,0.5721773754109785,-0.004968006695420635,1.399355908089956,7.0457818086347554,68.0,60.0,2.3620958083832337,0.0,0.6388308977035491,,,,,,,,,cash,0.0,0,0,False,0.5930251679837472,1188,0.02088077282956302,0.6089238661732059
AAPL_long_cash_hysteresis_trend_5_50_entry_0.005_exit_0.000_hold_0_cool_5_10bps,3.757290831662969,0.14619585568224802,0.18379360602970957,0.7329864023945815,0.855346055075607,0.5758950193135058,-0.2538585172285748,43,0.40476190476190477,0.6068197633959638,7.453027139874739,0.040615444754339015,0.15596391409504062,-0.037821514397338094,2.8041040469836895,0.4219968263114007,-0.10076855136705976,0.13130059703959673,AAPL,full_hysteresis,long_cash_hysteresis,0.018941489030219374,5,50,0.0,,False,0.005,0.0,0,5,10.0,11.464142151973821,0.24696440704930778,0.8490639440563159,-0.3851591142681715,0.5243150670380681,0.5131325054006092,0.011182561637458899,1.2394121975175028,8.038308247404997,40.55813953488372,30.0,3.7618562874251498,0.0,0.6068197633959638,,,,,,,,,cash,0.0,0,0,False,0.5809475042154093,1188,0.15203889817917215,0.6087017464568454
AAPL_long_cash_hysteresis_trend_5_100_entry_0.020_exit_0.000_hold_20_cool_0_10bps,2.8772910805394654,0.125867869501054,0.2026907911557256,0.5941733048823716,0.6916529469685045,0.4510570098773754,-0.279050910959731,24,0.43478260869565216,0.6503131524008351,4.1210855949895615,0.06869473171687016,0.24479320091342321,-0.06676562920355526,2.820350298309893,0.18626867346425424,-0.12109653754825378,0.10610820330844051,AAPL,full_hysteresis,long_cash_hysteresis,0.018941489030219374,5,100,0.0,,False,0.02,0.0,20,0,10.0,11.464142151973821,0.24696440704930778,0.8490639440563159,-0.3851591142681715,0.5764552654371482,0.5846553883060318,-0.008200122868883608,1.4257071151992857,6.843407193691713,77.875,45.5,2.0996407185628745,0.0,0.6503131524008351,,,,,,,,,cash,0.0,0,0,False,0.6451720245300988,1620,-0.050998719647727175,0.6082518522380633
AAPL_long_cash_hysteresis_trend_5_100_entry_0.020_exit_0.000_hold_20_cool_5_10bps,2.8772910805394654,0.125867869501054,0.2026907911557256,0.5941733048823716,0.6916529469685045,0.4510570098773754,-0.279050910959731,24,0.43478260869565216,0.6503131524008351,4.1210855949895615,0.06869473171687016,0.24479320091342321,-0.06676562920355526,2.820350298309893,0.18626867346425424,-0.12109653754825378,0.10610820330844051,AAPL,full_hysteresis,long_cash_hysteresis,0.018941489030219374,5,100,0.0,,False,0.02,0.0,20,5,10.0,11.464142151973821,0.24696440704930778,0.8490639440563159,-0.3851591142681715,0.5764552654371482,0.5846553883060318,-0.008200122868883608,1.4257071151992857,6.843407193691713,77.875,45.5,2.0996407185628745,0.0,0.6503131524008351,,,,,,,,,cash,0.0,0,0,False,0.6451720245300988,1620,-0.050998719647727175,0.6082518522380633
AAPL_long_cash_hysteresis_trend_5_50_entry_0.010_exit_-0.010_hold_10_cool_0_10bps,3.6611238935007275,0.14414989280606383,0.19226567869199016,0.6996296398198127,0.8340392354002593,0.45943825508031794,-0.313752481888701,35,0.4117647058823529,0.639526791927627,6.050104384133611,0.05024790611297112,0.1892061663409418,-0.047022876046608354,2.8165932748856637,0.3330650263285282,-0.10281451424324395,0.07140663237947054,AAPL,full_hysteresis,long_cash_hysteresis,0.018941489030219374,5,50,0.0,,False,0.01,-0.01,10,0,10.0,11.464142151973821,0.24696440704930778,0.8490639440563159,-0.3851591142681715,0.5585802726487122,0.5538103269168232,0.004769945731889047,1.2524616609816444,7.353637656676834,52.51428571428571,38.0,3.0619760479041918,0.0,0.639526791927627,,,,,,,,,cash,0.0,0,0,False,0.5809475042154093,1188,0.11868213560440344,0.6078081395491665
AAPL_long_cash_hysteresis_trend_5_50_entry_0.005_exit_0.000_hold_20_cool_10_10bps,3.670577101565141,0.14435270950268397,0.19204393744875609,0.7012159768880557,0.8287260104058104,0.5002832273866297,-0.2885419730274609,37,0.5,0.6433542101600557,6.400835073068894,0.04826826441737992,0.151158514158387,-0.05462198532362715,2.7673566470130155,0.3535351766633239,-0.1026116975466238,0.09661714124071064,AAPL,full_hysteresis,long_cash_hysteresis,0.018941489030219374,5,50,0.0,,False,0.005,0.0,20,10,10.0,11.464142151973821,0.24696440704930778,0.8490639440563159,-0.3851591142681715,0.561062374181247,0.556578480707545,0.004483893473702039,1.2416061912087717,7.316921938977725,49.972972972972975,36.0,3.2369461077844313,0.0,0.6433542101600557,,,,,,,,,cash,0.0,0,0,False,0.5809475042154093,1188,0.1202684726726464,0.6077767359201776
AAPL_long_cash_hysteresis_trend_30_50_entry_0.000_exit_0.000_hold_20_cool_5_10bps,3.6804981175829443,0.14456516047186851,0.21180123560854752,0.6551874581053725,0.7587688783681931,0.4663422800282807,-0.3099979707246393,31,0.5666666666666667,0.639874739039666,5.348643006263048,0.058373242368896024,0.14472557648899548,-0.05454904071123404,3.4694748181340223,0.29377672714141134,-0.10239924657743926,0.0751611435435322,AAPL,full_hysteresis,long_cash_hysteresis,0.018941489030219374,30,50,0.0,,False,0.0,0.0,20,5,10.0,11.464142151973821,0.24696440704930778,0.8490639440563159,-0.3851591142681715,0.5882776245032192,0.5859445685921126,0.002333055911106552,1.2063171027964055,6.826042615695647,59.32258064516129,46.0,2.7120359281437127,0.0,0.639874739039666,,,,,,,,,cash,0.0,0,0,False,0.5926886515877064,1404,0.06249880651766604,0.6077627684690686
AAPL_long_cash_hysteresis_trend_5_50_entry_0.010_exit_-0.010_hold_0_cool_5_10bps,3.7197856042397976,0.14540245620819947,0.19118337653090045,0.7082360215105638,0.8412683719535589,0.4606969202015469,-0.31561412684197765,36,0.4,0.6304801670146137,6.225469728601253,0.04895951764543956,0.1892061663409418,-0.04453824815156194,2.832115080010639,0.3473605222435152,-0.1015619508411083,0.06954498742619386,AAPL,full_hysteresis,long_cash_hysteresis,0.018941489030219374,5,50,0.0,,False,0.01,-0.01,0,5,10.0,11.464142151973821,0.24696440704930778,0.8490639440563159,-0.3851591142681715,0.5522216909511276,0.5456853776521552,0.006536313298972418,1.2436741088651209,7.486760980999698,50.333333333333336,37.0,3.1494610778443115,0.0,0.6304801670146137,,,,,,,,,cash,0.0,0,0,False,0.5809475042154093,1188,0.12728851729515445,0.6075700529640216
AAPL_long_cash_hysteresis_trend_5_50_entry_0.010_exit_-0.010_hold_10_cool_5_10bps,3.6577383112459065,0.1440771645188057,0.19225226835206122,0.6993334324956209,0.8333338185480474,0.4592064536079588,-0.313752481888701,35,0.4117647058823529,0.6388308977035491,6.050104384133611,0.050208377947022535,0.1892061663409418,-0.04709007392872096,2.812573975550279,0.3328087183028403,-0.10288724253050208,0.07140663237947054,AAPL,full_hysteresis,long_cash_hysteresis,0.018941489030219374,5,50,0.0,,False,0.01,-0.01,10,5,10.0,11.464142151973821,0.24696440704930778,0.8490639440563159,-0.3851591142681715,0.5583047209195625,0.5535306555301975,0.004774065389364979,1.253982021402177,7.358035748934675,52.457142857142856,38.0,3.0619760479041918,0.0,0.6388308977035491,,,,,,,,,cash,0.0,0,0,False,0.5809475042154093,1188,0.11838592828021155,0.6075132557687644
AAPL_long_cash_hysteresis_trend_5_50_entry_0.010_exit_0.000_hold_20_cool_0_10bps,3.8910883237853557,0.14898050844070032,0.1925829977499277,0.7207672280645254,0.8558834794918999,0.45397506235420254,-0.32816892555314425,37,0.4444444444444444,0.6426583159359778,6.400835073068894,0.04955023094347853,0.17319829614064594,-0.04936822121425539,2.8066362024910685,0.3703948753472348,-0.09798389860860746,0.05699018871502726,AAPL,full_hysteresis,long_cash_hysteresis,0.018941489030219374,5,50,0.0,,False,0.01,0.0,20,0,10.0,11.464142151973821,0.24696440704930778,0.8490639440563159,-0.3851591142681715,0.5624731470986984,0.55544272651285,0.0070304205858484625,1.1956937399291432,7.338243678355613,49.91891891891892,35.0,3.2369461077844313,0.0,0.6426583159359778,,,,,,,,,cash,0.0,0,0,False,0.5809475042154093,1188,0.13981972384911612,0.6072544969777045
AAPL_long_cash_hysteresis_trend_10_50_entry_0.005_exit_0.000_hold_10_cool_0_10bps,3.4905139543912176,0.14042345148436497,0.1887078985837766,0.6919525820194465,0.8014517163904522,0.47231081887631077,-0.297311528493992,35,0.47058823529411764,0.6106471816283925,6.050104384133611,0.04910901004536841,0.16061476079068215,-0.050007212839354886,2.8549616775687894,0.32192795226884563,-0.10654095556494281,0.0878475857741795,AAPL,full_hysteresis,long_cash_hysteresis,0.018941489030219374,10,50,0.0,,False,0.005,0.0,10,0,10.0,11.464142151973821,0.24696440704930778,0.8490639440563159,-0.3851591142681715,0.5352176816291007,0.5288730126291659,0.006344668999934799,1.3014452269765986,7.7682589916123534,50.142857142857146,37.0,3.0619760479041918,0.0,0.6106471816283925,,,,,,,,,cash,0.0,0,0,False,0.583758735610557,1188,0.10819384640888952,0.6072471894233344
AAPL_long_cash_hysteresis_trend_5_100_entry_0.005_exit_-0.010_hold_20_cool_5_10bps,2.9899394274711946,0.12869228102669727,0.2117495312093537,0.5896444304722109,0.6873263824197852,0.4206466578238551,-0.3059391501942871,22,0.38095238095238093,0.6910229645093946,3.77035490605428,0.07830494471022134,0.3119550369878341,-0.06547972746061728,2.931782673797983,0.17522629205398887,-0.1182721260226105,0.07921996407388443,AAPL,full_hysteresis,long_cash_hysteresis,0.018941489030219374,5,100,0.0,,False,0.005,-0.01,20,5,10.0,11.464142151973821,0.24696440704930778,0.8490639440563159,-0.3851591142681715,0.6161556386765528,0.6284893710135605,-0.012333732337007741,1.3721272109358815,6.123170636053025,90.27272727272727,39.0,1.9246706586826348,0.0,0.6910229645093946,,,,,,,,,cash,0.0,0,0,False,0.6451720245300988,1620,-0.055527594057887875,0.6071324972936792
AAPL_long_cash_hysteresis_trend_5_100_entry_0.005_exit_-0.010_hold_20_cool_0_10bps,2.9899394274711946,0.12869228102669727,0.2117495312093537,0.5896444304722109,0.6873263824197852,0.4206466578238551,-0.3059391501942871,22,0.38095238095238093,0.6910229645093946,3.77035490605428,0.07830494471022134,0.3119550369878341,-0.06547972746061728,2.931782673797983,0.17522629205398887,-0.1182721260226105,0.07921996407388443,AAPL,full_hysteresis,long_cash_hysteresis,0.018941489030219374,5,100,0.0,,False,0.005,-0.01,20,0,10.0,11.464142151973821,0.24696440704930778,0.8490639440563159,-0.3851591142681715,0.6161556386765528,0.6284893710135605,-0.012333732337007741,1.3721272109358815,6.123170636053025,90.27272727272727,39.0,1.9246706586826348,0.0,0.6910229645093946,,,,,,,,,cash,0.0,0,0,False,0.6451720245300988,1620,-0.055527594057887875,0.6071324972936792
AAPL_long_cash_hysteresis_trend_20_50_entry_0.020_exit_-0.010_hold_0_cool_0_10bps,2.843430617187792,0.12500425022268669,0.19399546410702506,0.6079598770602715,0.676472598518804,0.3965544977218108,-0.31522590448685095,23,0.5454545454545454,0.5852470424495476,3.9457202505219207,0.06767497926846361,0.17956617941043065,-0.06659446090189686,3.2356957676997897,0.1767205903001976,-0.12196015682662109,0.06993320978132056,AAPL,full_hysteresis,long_cash_hysteresis,0.018941489030219374,20,50,0.0,,False,0.02,-0.01,0,0,10.0,11.464142151973821,0.24696440704930778,0.8490639440563159,-0.3851591142681715,0.5258642933558805,0.5266087702252571,-0.0007444768693766202,1.473905382121942,7.786414164803487,73.1304347826087,63.0,2.0121556886227547,0.0,0.5852470424495476,,,,,,,,,cash,0.0,0,0,False,0.5930251679837472,1188,0.014934709076524388,0.6063682448836106
AAPL_long_cash_hysteresis_trend_20_50_entry_0.020_exit_-0.010_hold_0_cool_5_10bps,2.843430617187792,0.12500425022268669,0.19399546410702506,0.6079598770602715,0.676472598518804,0.3965544977218108,-0.31522590448685095,23,0.5454545454545454,0.5852470424495476,3.9457202505219207,0.06767497926846361,0.17956617941043065,-0.06659446090189686,3.2356957676997897,0.1767205903001976,-0.12196015682662109,0.06993320978132056,AAPL,full_hysteresis,long_cash_hysteresis,0.018941489030219374,20,50,0.0,,False,0.02,-0.01,0,5,10.0,11.464142151973821,0.24696440704930778,0.8490639440563159,-0.3851591142681715,0.5258642933558805,0.5266087702252571,-0.0007444768693766202,1.473905382121942,7.786414164803487,73.1304347826087,63.0,2.0121556886227547,0.0,0.5852470424495476,,,,,,,,,cash,0.0,0,0,False,0.5930251679837472,1188,0.014934709076524388,0.6063682448836106
AAPL_long_cash_hysteresis_trend_20_50_entry_0.020_exit_-0.010_hold_10_cool_10_10bps,2.843430617187792,0.12500425022268669,0.19399546410702506,0.6079598770602715,0.676472598518804,0.3965544977218108,-0.31522590448685095,23,0.5454545454545454,0.5852470424495476,3.9457202505219207,0.06767497926846361,0.17956617941043065,-0.06659446090189686,3.2356957676997897,0.1767205903001976,-0.12196015682662109,0.06993320978132056,AAPL,full_hysteresis,long_cash_hysteresis,0.018941489030219374,20,50,0.0,,False,0.02,-0.01,10,10,10.0,11.464142151973821,0.24696440704930778,0.8490639440563159,-0.3851591142681715,0.5258642933558805,0.5266087702252571,-0.0007444768693766202,1.473905382121942,7.786414164803487,73.1304347826087,63.0,2.0121556886227547,0.0,0.5852470424495476,,,,,,,,,cash,0.0,0,0,False,0.5930251679837472,1188,0.014934709076524388,0.6063682448836106
AAPL_long_cash_hysteresis_trend_20_50_entry_0.020_exit_-0.010_hold_0_cool_10_10bps,2.843430617187792,0.12500425022268669,0.19399546410702506,0.6079598770602715,0.676472598518804,0.3965544977218108,-0.31522590448685095,23,0.5454545454545454,0.5852470424495476,3.9457202505219207,0.06767497926846361,0.17956617941043065,-0.06659446090189686,3.2356957676997897,0.1767205903001976,-0.12196015682662109,0.06993320978132056,AAPL,full_hysteresis,long_cash_hysteresis,0.018941489030219374,20,50,0.0,,False,0.02,-0.01,0,10,10.0,11.464142151973821,0.24696440704930778,0.8490639440563159,-0.3851591142681715,0.5258642933558805,0.5266087702252571,-0.0007444768693766202,1.473905382121942,7.786414164803487,73.1304347826087,63.0,2.0121556886227547,0.0,0.5852470424495476,,,,,,,,,cash,0.0,0,0,False,0.5930251679837472,1188,0.014934709076524388,0.6063682448836106
