name,total_return,cagr,ann_volatility,sharpe,sortino,calmar,max_drawdown,trades,win_rate,exposure,turnover,average_trade_return,average_win,average_loss,profit_factor,cost_drag,excess_cagr_vs_benchmark,drawdown_improvement_vs_benchmark
strategy,2.513200928757423,0.11619697787517125,0.216752421233264,0.6169313730022312,0.6841849169031989,0.3260286000950901,-0.35640118026848266,41,0.5,0.6638830897703549,3.594989561586639,0.07406265339982336,0.22679468496093227,-0.0786693781612855,2.8828839157208654,0.1469448972291727,-0.13076741197267805,0.028758078200554538
buy_hold,11.464140186624144,0.2469643898478493,0.2866785142031639,0.9151359165332461,1.2661912913576037,0.6412007096220502,-0.3851592584690372,1,,1.0,0.0,,,,,,,
